Suburb,Rooms,Price,Bathroom,Car,Landsize,Lattitude,Longtitude
Northcote,4,1830000,1,1,654,-37.7756,145.0082
Northcote,3,1000000,1,1,440,-37.7663,145.0118
Northcote,2,600000,1,1,671,-37.7833,145.0135
Northcote,2,692000,1,1,0,-37.7765,144.9984
Northcote,3,980000,2,2,195,-37.7678,144.9853
Northcote,4,1310000,2,1,355,-37.7636,144.9872
Northcote,2,1050000,1,2,301,-37.774,145.0081
Northcote,5,1700000,3,1,450,-37.7701,144.9886
Northcote,3,2160000,2,1,338,-37.7757,145.0119
Northcote,3,1610000,1,2,501,-37.7771,145.0116
Northcote,1,400000,1,1,0,-37.7831,145.0124
Northcote,4,1420000,1,1,465,-37.7662,144.9889
Northcote,4,1950000,2,1,489,-37.7762,145.0027
Northcote,5,1820000,3,2,344,-37.7677,145.0085
Northcote,4,1900000,2,1,537,-37.7763,145.0117
Northcote,3,1080000,1,1,348,-37.7799,145.011
Northcote,2,570000,1,1,0,-37.7766,144.9988
Northcote,3,1450000,1,1,489,-37.7756,145.0002
Northcote,3,1400000,1,2,582,-37.7651,145.0062
Northcote,2,1340000,1,1,297,-37.7627,144.9986
Northcote,1,340000,1,1,0,-37.7839,144.9991
Northcote,4,1300000,3,2,187,-37.7642,145.0025
Northcote,4,2340000,2,3,824,-37.7803,145.0063
Northcote,2,1634000,1,2,376,-37.7789,144.9952
Northcote,2,910000,1,1,150,-37.7665,144.9955
Northcote,4,1650000,1,1,382,-37.7784,144.9959
Northcote,3,1130000,2,1,229,-37.7671,145.0153
Northcote,4,3850000,4,8,1390,-37.7767,144.9996
Northcote,3,1510000,1,3,327,-37.7741,144.9971
Northcote,3,1500000,1,8,727,-37.7825,145.0072
Northcote,4,2315000,2,4,750,-37.7825,145.0073
Oak Park,3,892000,1,3,757,-37.718,144.9174
Oak Park,2,592000,1,2,577,-37.7137,144.9167
Oak Park,3,647000,1,2,250,-37.7232,144.9148
Oak Park,4,865000,1,2,696,-37.7209,144.9158
Oak Park,4,1350000,2,2,590,-37.7151,144.9194
Oak Park,2,476000,1,1,189,-37.7151,144.9191
Oak Park,4,830000,2,2,616,-37.7134,144.9096
Oak Park,3,706000,1,0,715,-37.7143,144.9092
Oak Park,4,920000,2,2,780,-37.7168,144.9171
Oak Park,2,522000,1,1,161,-37.7204,144.9131
Oak Park,3,358500,1,1,0,-37.7233,144.9168
Oak Park,4,690000,1,1,553,-37.7161,144.9165
Oak Park,4,800000,2,1,589,-37.7151,144.9157
Oak Park,3,770000,2,2,272,-37.7182,144.9244
Oak Park,5,1100000,2,4,783,-37.7207,144.9263
Oak Park,3,727500,1,2,719,-37.7152,144.9074
Oak Park,3,925000,1,4,815,-37.7151,144.9062
Oak Park,2,475000,1,1,118,-37.7232,144.9154
Oak Park,3,651000,2,2,198,-37.722,144.9169
Oak Park,3,770000,2,2,264,-37.722,144.9192
Oak Park,3,900000,1,1,705,-37.7187,144.914
Oak Park,3,815500,2,2,790,-37.718,144.9124
Oak Park,3,770000,2,2,382,-37.7152,144.9165
Oak Park,2,585500,1,1,161,-37.7218,144.9188
Oak Park,4,840000,1,2,704,-37.7143,144.9096
Oak Park,4,1005000,1,1,780,-37.7182,144.9246
Oak Park,2,470000,1,1,138,-37.7209,144.9179
Oak Park,3,810000,1,3,763,-37.7178,144.9121
Oak Park,3,550000,1,1,196,-37.7216,144.9157
Oak Park,4,855333,1,2,694,-37.718,144.9138
Oak Park,5,900000,2,2,568,-37.7129,144.9253
Oak Park,2,480000,1,2,0,-37.7157,144.9165
Oakleigh South,3,680000,2,1,189,-37.9122,145.0853
Oakleigh South,3,981000,1,2,646,-37.9167,145.0855
Oakleigh South,4,876000,2,1,535,-37.9384,145.0878
Oakleigh South,3,875000,2,1,258,-37.9156,145.0879
Oakleigh South,4,651000,2,2,214,-37.9244,145.0883
Oakleigh South,3,802000,1,2,533,-37.9348,145.0836
Oakleigh South,3,995000,1,1,530,-37.9248,145.1067
Oakleigh South,4,881500,2,2,581,-37.9355,145.0979
Oakleigh South,5,900000,2,2,558,-37.9366,145.0954
Oakleigh South,3,782000,2,2,0,-37.9244,145.0885
Oakleigh South,2,580000,1,2,428,-37.9249,145.0943
Oakleigh South,3,937500,1,2,530,-37.9245,145.0937
Oakleigh South,3,1080000,2,2,716,-37.9261,145.083
Oakleigh South,3,1000000,2,2,575,-37.9215,145.0925
Oakleigh South,3,1235000,1,4,743,-37.9129,145.094
Oakleigh South,4,801347,2,1,567,-37.9361,145.0816
Oakleigh South,3,921000,1,2,535,-37.9377,145.0856
Oakleigh South,6,1900000,2,6,1200,-37.9099,145.0875
Oakleigh South,2,752500,1,1,308,-37.9191,145.0855
Oakleigh South,4,800000,2,2,558,-37.9393,145.0962
Oakleigh South,3,800000,1,2,252,-37.9167,145.0879
Oakleigh South,3,1067000,1,2,648,-37.9196,145.0876
Oakleigh South,4,1310000,2,4,993,-37.9239,145.0943
Oakleigh South,3,800000,2,2,0,-37.918,145.1064
Oakleigh South,3,1260500,1,1,774,-37.9178,145.0872
Oakleigh South,3,850500,1,2,531,-37.9303,145.082
Oakleigh South,2,625000,1,1,204,-37.9107,145.0891
Oakleigh South,3,980500,2,2,727,-37.9187,145.1098
Oakleigh South,3,1068000,2,2,609,-37.9213,145.0854
Oakleigh South,4,937500,2,2,539,-37.9413,145.0957
Oakleigh South,4,1126000,2,2,530,-37.935,145.083
Oakleigh South,2,778000,1,1,806,-37.9112,145.0873
Parkville,4,1230000,2,2,357,-37.7767,144.9403
Parkville,3,1360000,2,1,0,-37.7818,144.9576
Parkville,2,1805000,1,1,187,-37.7939,144.9572
Parkville,1,352500,1,1,0,-37.7864,144.9409
Parkville,1,395000,1,1,2469,-37.7827,144.9575
Parkville,1,307000,1,1,0,-37.7864,144.9409
Parkville,2,2200000,2,1,190,-37.7928,144.9575
Parkville,1,485000,1,1,0,-37.7823,144.9593
Parkville,4,1717500,2,1,165,-37.7933,144.9556
Parkville,2,1265000,1,0,70,-37.7931,144.9565
Parkville,1,401000,1,1,0,-37.7852,144.9589
Parkville,4,2375000,2,2,182,-37.7965,144.9544
Parkville,2,1851000,1,1,172,-37.7948,144.9571
Parkville,2,734600,2,1,2427,-37.7896,144.9584
Parkville,4,1928000,1,0,194,-37.7944,144.9542
Parkville,1,526000,1,1,2488,-37.7829,144.9574
Parkville,3,2236000,2,1,154,-37.7934,144.9562
Parkville,1,500000,1,1,2431,-37.7821,144.9576
Parkville,3,1403000,2,2,2401,-37.7818,144.9576
Parkville,3,965000,2,2,173,-37.7795,144.9413
Parkville,3,1040000,2,1,0,-37.7818,144.9576
Parkville,1,526000,1,1,0,-37.7829,144.9574
Parkville,2,750000,1,1,2193,-37.7813,144.9578
Pascoe Vale,3,1120000,1,2,50,-37.734,144.9416
Pascoe Vale,3,770000,1,4,560,-37.7156,144.9429
Pascoe Vale,2,915000,1,3,629,-37.7312,144.9399
Pascoe Vale,4,975000,1,1,733,-37.7194,144.9307
Pascoe Vale,3,770000,1,0,464,-37.7301,144.9487
Pascoe Vale,3,780000,1,1,446,-37.7181,144.9422
Pascoe Vale,3,600000,1,1,204,-37.7234,144.9497
Pascoe Vale,3,1465000,1,2,956,-37.7308,144.9397
Pascoe Vale,4,955000,2,2,686,-37.731,144.9486
Pascoe Vale,3,767000,1,1,505,-37.7187,144.9432
Pascoe Vale,4,1196000,2,2,559,-37.7236,144.9347
Pascoe Vale,3,731000,1,2,568,-37.7178,144.9422
Pascoe Vale,2,555000,1,2,336,-37.7323,144.9288
Pascoe Vale,3,585000,1,1,180,-37.718,144.94
Pascoe Vale,2,480000,1,1,113,-37.7269,144.9274
Pascoe Vale,4,605000,2,1,215,-37.7247,144.9257
Pascoe Vale,2,495000,1,2,205,-37.7317,144.9313
Pascoe Vale,3,738000,1,1,821,-37.7153,144.9418
Pascoe Vale,2,386000,1,1,111,-37.7152,144.9349
Pascoe Vale,2,452000,1,1,159,-37.7291,144.9446
Pascoe Vale,3,522500,1,1,192,-37.7177,144.9321
Pascoe Vale,2,601500,1,1,253,-37.7286,144.9249
Pascoe Vale,3,1305000,1,1,735,-37.7282,144.9304
Pascoe Vale,2,741000,1,2,520,-37.7204,144.9446
Pascoe Vale,2,495000,1,1,207,-37.7283,144.9417
Pascoe Vale,5,1345000,2,5,759,-37.7296,144.9362
Pascoe Vale,2,530000,1,1,156,-37.7311,144.9395
Pascoe Vale,3,815000,1,1,438,-37.7338,144.9441
Pascoe Vale,4,930000,1,3,746,-37.7161,144.931
Pascoe Vale,2,521500,1,1,0,-37.7262,144.9273
Pascoe Vale,4,730000,1,3,683,-37.7251,144.9394
Pascoe Vale,3,775000,1,1,406,-37.7269,144.9447
Pascoe Vale,4,990000,2,2,770,-37.7166,144.9393
Pascoe Vale,5,950000,2,2,705,-37.7328,144.9281
Pascoe Vale,2,915000,1,3,629,-37.7312,144.9399
Pascoe Vale,3,900000,1,1,570,-37.7273,144.9274
Pascoe Vale,3,810000,1,1,470,-37.7315,144.9399
Pascoe Vale,2,920000,1,2,650,-37.7238,144.9384
Pascoe Vale,3,835000,1,2,422,-37.7337,144.9458
Pascoe Vale,3,790000,3,1,291,-37.7271,144.9261
Pascoe Vale,4,810000,2,1,455,-37.7207,144.9511
Pascoe Vale,3,667500,2,2,167,-37.7228,144.928
Pascoe Vale,2,500000,1,1,147,-37.7209,144.93
Pascoe Vale,2,485000,1,1,139,-37.7315,144.9301
Pascoe Vale,2,488000,1,2,219,-37.7283,144.9331
Pascoe Vale,3,900000,2,2,608,-37.7182,144.9405
Pascoe Vale,2,680000,1,2,590,-37.717,144.9509
Pascoe Vale,3,683500,1,2,590,-37.717,144.9507
Pascoe Vale,3,590000,2,2,191,-37.7223,144.9315
Pascoe Vale,3,770000,1,3,464,-37.7184,144.9488
Pascoe Vale,3,815000,1,2,628,-37.7295,144.9316
Pascoe Vale,3,975000,1,3,686,-37.7231,144.9252
Pascoe Vale,4,970000,2,1,535,-37.7282,144.9462
Pascoe Vale,3,515000,1,2,0,-37.7305,144.9397
Pascoe Vale,3,940000,1,1,589,-37.7282,144.9312
Pascoe Vale,3,600000,3,1,205,-37.7212,144.9326
Pascoe Vale,2,510000,1,1,110,-37.7282,144.928
Pascoe Vale,3,750000,2,2,540,-37.7174,144.941
Pascoe Vale,4,822000,2,2,250,-37.7319,144.9461
Pascoe Vale,3,983000,1,2,650,-37.7304,144.9463
Pascoe Vale,3,600000,1,3,490,-37.7195,144.9513
Pascoe Vale,4,640000,2,2,353,-37.7214,144.9246
Pascoe Vale,3,430000,2,1,146,-37.7152,144.9346
Pascoe Vale,4,1350000,2,2,646,-37.7256,144.9383
Pascoe Vale,4,780000,1,1,556,-37.7289,144.9412
Pascoe Vale,2,474000,1,1,558,-37.7153,144.9434
Pascoe Vale,2,810000,1,1,783,-37.7196,144.9485
Pascoe Vale,4,723000,1,2,485,-37.7239,144.9395
Pascoe Vale,2,550500,1,2,135,-37.7242,144.9411
Pascoe Vale,2,610000,1,1,169,-37.7186,144.9306
Pascoe Vale,3,1000000,1,2,858,-37.7273,144.9254
Pascoe Vale,3,533000,2,2,197,-37.7266,144.9496
Pascoe Vale,2,630000,1,1,602,-37.724,144.9501
Pascoe Vale,2,410000,1,1,105,-37.7233,144.9507
Pascoe Vale,3,600000,1,4,557,-37.7156,144.943
Pascoe Vale,3,616000,1,1,190,-37.7211,144.9508
Pascoe Vale,3,792000,1,2,582,-37.724,144.9333
Pascoe Vale,3,960000,1,2,641,-37.7253,144.938
Pascoe Vale,4,985000,2,2,511,-37.7268,144.9401
Pascoe Vale,4,820000,1,1,420,-37.7326,144.9475
Pascoe Vale,3,670000,1,1,596,-37.721,144.9514
Pascoe Vale,2,855000,1,2,659,-37.7286,144.9317
Pascoe Vale,4,665000,2,2,148,-37.7231,144.9482
Pascoe Vale,3,690000,1,1,507,-37.7253,144.9324
Pascoe Vale,3,880000,2,2,588,-37.7283,144.9356
Pascoe Vale,3,700000,1,2,449,-37.7286,144.9456
Pascoe Vale,3,600000,2,1,122,-37.7231,144.9373
Pascoe Vale,3,721000,1,2,542,-37.7189,144.9367
Pascoe Vale,2,720000,1,1,428,-37.7333,144.9384
Pascoe Vale,4,910000,2,0,934,-37.7232,144.923
Pascoe Vale,2,1570000,1,1,746,-37.7304,144.9496
Pascoe Vale,2,525500,1,1,111,-37.7261,144.9336
Pascoe Vale,3,612500,1,1,522,-37.7187,144.9514
Pascoe Vale,1,248500,1,1,49,-37.7152,144.9402
Pascoe Vale,3,960000,2,2,501,-37.7258,144.9347
Pascoe Vale,2,1085000,1,2,847,-37.7182,144.9384
Pascoe Vale,3,650000,2,1,266,-37.7271,144.9485
Pascoe Vale,4,650000,1,2,410,-37.7346,144.9456
Pascoe Vale,4,937000,2,2,708,-37.7257,144.9418
Pascoe Vale,2,360000,1,1,119,-37.7161,144.9348
Pascoe Vale,3,500000,1,2,191,-37.7168,144.9329
Pascoe Vale,2,775000,1,2,527,-37.7304,144.9261
Pascoe Vale,3,599000,1,1,534,-37.7215,144.951
Port Melbourne,2,1100000,2,1,0,-37.8405,144.9319
Port Melbourne,2,1240000,1,0,0,-37.836,144.9419
Port Melbourne,6,1800000,4,2,353,-37.8384,144.923
Port Melbourne,3,1150000,2,1,0,-37.8359,144.9342
Port Melbourne,3,985000,1,0,171,-37.8385,144.9409
Port Melbourne,3,1200000,2,2,0,-37.841,144.9379
Port Melbourne,2,1340000,2,2,21700,-37.8424,144.9449
Port Melbourne,3,2200000,2,0,250,-37.8381,144.9391
Port Melbourne,4,2105000,2,3,611,-37.8349,144.9266
Port Melbourne,2,550000,1,1,0,-37.8408,144.94
Port Melbourne,2,1250000,2,2,0,-37.8399,144.9287
Port Melbourne,2,575000,2,1,0,-37.8415,144.9412
Port Melbourne,4,1915000,3,1,323,-37.8371,144.921
Port Melbourne,3,1630000,2,2,135,-37.8395,144.9343
Port Melbourne,2,1000000,2,0,96,-37.8327,144.9474
Port Melbourne,3,1470000,1,0,153,-37.8382,144.9469
Port Melbourne,2,725000,2,2,0,-37.8431,144.9403
Port Melbourne,2,1234500,1,0,183,-37.8329,144.9375
Port Melbourne,2,600000,1,1,0,-37.8424,144.9449
Port Melbourne,3,1342000,2,2,173,-37.8375,144.941
Port Melbourne,1,500000,1,1,0,-37.8416,144.939
Port Melbourne,2,795000,2,1,579,-37.8416,144.9381
Port Melbourne,2,590000,2,1,0,-37.8404,144.9391
Port Melbourne,4,1502000,1,2,146,-37.8343,144.9452
Port Melbourne,2,1100000,2,1,0,-37.8392,144.9257
Port Melbourne,3,1421000,2,1,215,-37.8393,144.9336
Port Melbourne,2,845000,2,2,2166,-37.8415,144.9412
Port Melbourne,2,720000,1,1,0,-37.8434,144.9435
Port Melbourne,2,1275000,2,1,115,-37.8351,144.9441
Port Melbourne,2,1000000,1,1,90,-37.8357,144.9376
Port Melbourne,4,1820000,2,1,212,-37.8331,144.9412
Port Melbourne,1,420000,1,1,0,-37.841,144.9379
Port Melbourne,2,600000,2,1,995,-37.8407,144.9383
Port Melbourne,3,1916000,2,1,190,-37.8393,144.947
Port Melbourne,1,577000,1,1,0,-37.8424,144.9449
Port Melbourne,2,655000,2,1,0,-37.8392,144.9421
Port Melbourne,2,1016500,1,1,131,-37.8352,144.9458
Port Melbourne,2,1350000,1,1,195,-37.8395,144.9462
Port Melbourne,3,1560000,2,2,241,-37.8346,144.9448
Port Melbourne,2,1035000,2,1,0,-37.8435,144.9415
Port Melbourne,2,1070000,2,1,0,-37.8435,144.9415
Port Melbourne,2,1060000,1,0,106,-37.8346,144.9373
Port Melbourne,2,1610000,2,2,0,-37.8392,144.9257
Port Melbourne,2,1101000,1,0,152,-37.8393,144.9386
Port Melbourne,2,880000,1,2,163,-37.8359,144.9358
Port Melbourne,2,730000,1,1,0,-37.8431,144.9403
Port Melbourne,2,1080000,1,0,105,-37.8338,144.9474
Port Melbourne,2,1115000,1,0,120,-37.8322,144.947
Port Melbourne,2,516000,1,1,0,-37.8407,144.9389
Port Melbourne,3,1753000,2,1,225,-37.8381,144.9329
Port Melbourne,2,825000,1,0,111,-37.835,144.9373
Port Melbourne,2,820000,2,2,2166,-37.8415,144.9412
Port Melbourne,2,900000,1,0,124,-37.8356,144.9439
Port Melbourne,5,2350000,1,2,350,-37.8407,144.9424
Port Melbourne,3,1565000,1,2,188,-37.8371,144.9478
Port Melbourne,3,1670000,2,1,140,-37.8353,144.9442
Port Melbourne,3,1402000,1,0,108,-37.8332,144.945
Port Melbourne,3,1570000,2,1,210,-37.8382,144.9272
Port Melbourne,3,1515000,2,0,211,-37.8347,144.9368
Port Melbourne,2,1155000,1,0,112,-37.8329,144.9455
Port Melbourne,2,1150000,1,0,82,-37.8361,144.9403
Port Melbourne,2,875000,1,1,95,-37.8381,144.9465
Port Melbourne,2,625000,2,1,2166,-37.8415,144.9412
Port Melbourne,3,1384000,1,0,184,-37.8348,144.9443
Port Melbourne,2,1405000,2,1,0,-37.84,144.9275
Port Melbourne,2,655000,1,1,0,-37.8416,144.939
Port Melbourne,1,456000,1,1,0,-37.8405,144.9385
Port Melbourne,3,2260000,2,2,0,-37.842,144.9364
Port Melbourne,2,1130000,1,0,112,-37.8404,144.9422
Port Melbourne,3,1305000,2,2,303,-37.8369,144.9183
Port Melbourne,2,720000,2,1,0,-37.84,144.939
Port Melbourne,2,1130000,1,1,159,-37.8356,144.9436
Port Melbourne,2,520000,1,1,0,-37.8407,144.9389
Port Melbourne,2,1250000,2,2,0,-37.8435,144.9415
Port Melbourne,1,470000,1,1,0,-37.8436,144.944
Port Melbourne,2,600000,1,1,0,-37.8398,144.9404
Port Melbourne,2,670000,1,1,0,-37.8424,144.9449
Port Melbourne,3,1100000,1,0,103,-37.8342,144.9456
Port Melbourne,2,1252000,1,2,0,-37.8399,144.9287
Port Melbourne,2,1010000,1,1,139,-37.8342,144.9393
Port Melbourne,2,779000,1,1,0,-37.8396,144.9391
Port Melbourne,2,790000,1,1,108,-37.8329,144.9463
Port Melbourne,1,455500,1,1,0,-37.8405,144.9385
Port Melbourne,2,1400000,1,1,168,-37.8346,144.9453
Port Melbourne,3,1520000,2,1,0,-37.8363,144.9336
Port Melbourne,3,1655000,1,1,220,-37.8329,144.942
Port Melbourne,1,600000,1,1,6866,-37.8443,144.9437
Port Melbourne,1,1014000,1,0,151,-37.835,144.9444
Port Melbourne,3,1351000,1,0,197,-37.8343,144.9362
Port Melbourne,3,2460000,2,2,5042,-37.8405,144.9319
Port Melbourne,1,540000,1,1,0,-37.8429,144.9449
Port Melbourne,3,3705000,2,2,214,-37.8341,144.9458
Port Melbourne,2,1180000,1,1,347,-37.8366,144.9225
Port Melbourne,3,950000,2,2,0,-37.8317,144.9446
Port Melbourne,3,1350000,1,1,114,-37.8371,144.939
Port Melbourne,3,2100000,2,1,170,-37.835,144.943
Port Melbourne,2,735000,1,1,0,-37.8424,144.9449
Port Melbourne,1,400000,1,1,0,-37.8392,144.9421
Port Melbourne,2,900000,1,2,0,-37.8426,144.9398
Port Melbourne,1,470000,1,1,0,-37.8431,144.9403
Port Melbourne,4,2160000,3,2,232,-37.8392,144.9378
Port Melbourne,3,1380000,1,0,0,-37.8373,144.9397
Port Melbourne,3,1080000,1,2,116,-37.8401,144.943
Port Melbourne,3,1405000,2,1,158,-37.835,144.9442
Prahran,2,650000,1,1,0,-37.85,145.0085
Prahran,1,342000,1,1,0,-37.8486,144.9872
Prahran,2,950000,1,1,88,-37.8503,144.9913
Prahran,2,781000,1,1,0,-37.8511,145.0029
Prahran,1,549800,1,1,0,-37.8519,144.9948
Prahran,1,492000,1,1,1768,-37.851,144.988
Prahran,1,500500,1,1,0,-37.857,145.0027
Prahran,3,1240000,1,0,223,-37.8527,145.0088
Prahran,3,1400000,2,2,0,-37.847,144.9936
Prahran,3,685000,2,1,0,-37.8496,144.9905
Prahran,3,710000,1,1,0,-37.8516,144.9943
Prahran,1,330000,1,1,0,-37.8595,145.0076
Prahran,3,1430000,1,0,135,-37.8495,144.9885
Prahran,1,325000,1,1,0,-37.8486,144.9872
Prahran,3,1245000,2,1,128,-37.8526,145.0071
Prahran,2,830000,1,1,727,-37.8503,144.9855
Prahran,2,1182500,1,0,141,-37.852,145.0061
Prahran,2,1303000,1,0,288,-37.8512,145.0053
Prahran,2,1210000,1,0,218,-37.8561,145.0042
Prahran,1,482500,1,1,443,-37.8493,145.0006
Prahran,3,1730000,2,1,210,-37.851,145.0051
Prahran,2,1090000,1,1,158,-37.8531,145.0063
Prahran,3,1358000,1,1,189,-37.8561,145.0056
Prahran,2,585000,1,1,0,-37.8581,145.0017
Prahran,2,1106000,1,1,0,-37.8526,145.0033
Prahran,3,1650000,3,1,209,-37.8467,144.9897
Prahran,2,1590000,1,2,308,-37.8492,145.0019
Prahran,2,590000,1,1,356,-37.8509,144.9954
Prahran,2,1055000,1,0,203,-37.8557,145.0053
Prahran,3,1350000,2,2,0,-37.8493,144.9908
Prahran,2,700000,1,1,0,-37.851,144.988
Prahran,2,473000,1,1,0,-37.8559,145.006
Prahran,3,1100000,1,1,111,-37.8525,145.0071
Prahran,2,1200000,3,1,91,-37.853,145.0069
Prahran,2,530000,1,1,0,-37.851,144.988
Prahran,3,1651000,1,2,294,-37.8558,145.0072
Prahran,2,615000,1,1,0,-37.8529,145.0098
Prahran,2,1500000,1,2,222,-37.8501,144.9995
Prahran,2,1460000,1,2,227,-37.8543,145.003
Prahran,2,841000,2,1,0,-37.847,144.9936
Prahran,2,570000,1,1,0,-37.8588,145.0024
Prahran,2,480000,1,2,0,-37.8592,145.0054
Prahran,2,1310000,1,1,162,-37.8528,145.0017
Prahran,3,1530000,1,0,231,-37.8498,145.0039
Prahran,2,560000,1,1,0,-37.8506,144.9919
Prahran,2,1300000,1,1,126,-37.8518,145.0061
Prahran,2,815000,1,0,96,-37.8501,144.9953
Prahran,2,765000,1,0,98,-37.8501,144.9953
Prahran,2,910000,1,1,183,-37.8543,145.0024
Prahran,3,1450000,2,3,1958,-37.8526,145.0106
Prahran,2,1540000,2,1,113,-37.8481,144.9869
Prahran,3,1811000,2,1,273,-37.8544,145.0038
Prahran,2,1180000,1,0,214,-37.8577,145.0053
Prahran,2,510000,1,1,0,-37.8513,144.9943
Prahran,3,1015000,3,1,0,-37.8514,144.9957
Prahran,3,1720000,2,2,183,-37.8562,145.0042
Prahran,3,1050000,2,1,8216,-37.85,144.9876
Prahran,2,1582000,1,0,214,-37.8572,145.0066
Prahran,3,2385000,2,2,217,-37.8523,145.0064
Prahran,2,681000,2,1,0,-37.8598,145.0097
Prahran,4,1820000,1,1,305,-37.8493,144.9873
Prahran,2,1305000,1,1,131,-37.8479,144.9988
Prahran,3,1255000,1,1,231,-37.8467,144.9894
Prahran,3,2180000,2,2,238,-37.8476,144.9892
Prahran,2,712500,2,1,0,-37.8493,144.9908
Prahran,3,1720000,2,1,272,-37.8553,145.007
Prahran,2,1021000,1,1,175,-37.857,145.0058
Prahran,3,1220000,2,1,112,-37.8517,145.0056
Prahran,1,240000,1,1,0,-37.8584,145.0017
Prahran,2,1500000,1,2,236,-37.8478,144.9892
Prahran,3,1612000,2,0,146,-37.8519,145.0055
Prahran,3,1442000,1,2,199,-37.8494,145.005
Preston,3,1250000,1,2,644,-37.7419,145.0049
Preston,3,855000,1,2,584,-37.7332,145.0252
Preston,4,930000,2,2,604,-37.7369,144.9905
Preston,4,900000,2,1,530,-37.7416,145.016
Preston,4,1004000,0,0,650,-37.7346,145.0226
Preston,3,930000,1,2,518,-37.7418,145.0095
Preston,3,1200000,2,1,465,-37.7471,144.9877
Preston,3,721000,1,1,581,-37.7399,145.0228
Preston,3,751000,1,0,148,-37.7428,145.0081
Preston,2,835000,1,1,490,-37.7311,144.9863
Preston,3,637000,1,2,327,-37.7423,145.0194
Preston,3,1265000,2,1,465,-37.7471,144.9877
Preston,3,1100000,2,3,490,-37.7413,145.0203
Preston,4,1082000,2,3,534,-37.7339,145.0189
Preston,2,715000,1,1,132,-37.7343,145.0025
Preston,5,630000,5,3,199,-37.7309,145.0151
Preston,2,837000,1,3,581,-37.7508,145.0209
Preston,3,950000,1,2,563,-37.7318,145.0192
Preston,3,840000,1,2,647,-37.7331,144.988
Preston,3,496000,1,1,266,-37.7322,145.0318
Preston,4,931000,1,1,499,-37.733,144.9988
Preston,2,942000,2,0,3037,-37.7484,144.9949
Preston,2,650000,1,1,360,-37.7485,145.0025
Preston,2,850000,1,1,356,-37.7384,145.0058
Preston,3,560000,1,2,591,-37.7333,145.0353
Preston,2,540000,1,2,250,-37.7373,145.0237
Preston,3,1150000,1,2,566,-37.7418,144.9934
Preston,3,965000,1,2,581,-37.7411,145.0115
Preston,3,700000,1,2,562,-37.7339,145.0247
Preston,3,615000,1,2,493,-37.7441,145.0221
Preston,2,775000,1,1,521,-37.7441,145.0183
Preston,3,735000,1,2,369,-37.7359,144.985
Preston,3,550000,2,1,164,-37.7335,145.0374
Preston,3,1000000,1,2,463,-37.7339,144.9897
Preston,2,780000,1,3,475,-37.7351,145.0066
Preston,4,810000,2,2,1034,-37.7379,144.9851
Preston,3,843000,1,1,537,-37.737,145.0227
Preston,2,600000,1,2,220,-37.7442,145.0168
Preston,3,925000,1,2,693,-37.7315,144.988
Preston,1,305000,1,1,41,-37.7367,144.9899
Preston,3,1080000,2,1,369,-37.7389,144.9821
Preston,2,656000,1,1,205,-37.7413,144.9939
Preston,2,799900,1,2,460,-37.7397,145.0209
Preston,3,916000,1,3,523,-37.7314,145.0017
Preston,3,1000000,2,2,143,-37.7381,145.0116
Preston,4,914000,1,1,339,-37.7485,144.998
Preston,3,1650000,1,2,452,-37.7307,145.0094
Preston,3,990000,2,2,475,-37.7344,145.008
Preston,2,512000,1,1,145,-37.7293,144.9931
Preston,3,600000,1,3,503,-37.739,145.0238
Preston,4,910000,1,1,582,-37.7355,145.0178
Preston,3,485000,1,1,244,-37.7444,145.0202
Preston,3,900000,1,1,527,-37.7396,145.0174
Preston,4,1000000,1,2,568,-37.7353,144.989
Preston,2,722000,1,1,400,-37.7352,144.9852
Preston,3,910000,1,1,486,-37.7395,144.9966
Preston,4,1260000,3,2,654,-37.7365,145.0173
Preston,2,635000,1,1,79,-37.7484,145.0048
Preston,3,550000,1,1,405,-37.7396,145.0175
Preston,2,485000,1,1,117,-37.7514,145.0118
Preston,3,690000,1,1,594,-37.7512,145.017
Preston,2,1065000,1,3,507,-37.7437,144.9995
Preston,3,1200000,1,1,847,-37.7279,144.9849
Preston,3,798000,2,2,212,-37.7359,145.0147
Preston,2,850000,1,1,669,-37.7363,144.9849
Preston,3,1355000,1,2,916,-37.7361,144.9883
Preston,3,815000,1,1,0,-37.7333,144.9844
Preston,3,971000,1,2,610,-37.751,145.0197
Preston,2,530000,1,1,106,-37.7306,144.9993
Preston,3,900000,1,1,472,-37.745,145.0139
Preston,2,700000,1,1,214,-37.7462,145.0044
Preston,3,930000,1,0,453,-37.7386,144.9828
Preston,2,920000,2,2,516,-37.7497,145.011
Preston,3,842000,1,1,398,-37.7372,145.01
Preston,1,830000,1,0,397,-37.7366,145.0115
Preston,3,980000,2,1,479,-37.7425,145.014
Preston,3,800000,3,2,421,-37.7414,144.9932
Preston,4,930000,2,2,544,-37.7314,145.0113
Preston,3,930000,1,2,468,-37.7468,144.9846
Preston,2,886000,1,2,467,-37.7345,144.9977
Preston,3,1080000,1,1,487,-37.7511,144.9907
Preston,3,1040000,1,2,555,-37.7491,144.985
Preston,4,1400000,2,2,559,-37.7347,144.9966
Preston,2,660000,1,1,113,-37.7479,145.0153
Preston,2,436000,1,1,0,-37.7377,144.9899
Preston,2,876000,1,2,479,-37.733,144.9961
Preston,2,910000,2,1,352,-37.7495,145.0092
