views,likes,dislikes,comment_count,,,,,
9478650,1717070,9955,175887,,,,,
9488795,45369,3690,6048,,,,,
9494633,343866,204750,139666,,,,,
9499263,89252,8210,14329,,,,,
9501171,498324,12238,33480,,,,,
9523267,154281,7854,29706,,,,,
9534322,156895,3356,5564,,,,,
9537066,406136,10447,21468,,,,,
9548677,190083,15015,11473,,,,,
9562869,120118,2677,5660,,,,,
9568171,648029,19531,38870,,,,,
9572037,19001,856,2133,,,,,
9581344,190739,41411,23746,,,,,
9581434,152552,20232,24353,,,,,
9585315,262387,33019,67833,,,,,
9593946,109739,9730,63560,,,,,
9600407,269968,29658,24493,,,,,
9607687,346030,206198,140470,,,,,
9615926,227155,24506,59456,,,,,
9617675,256695,8667,19999,,,,,
9617950,89910,2161,2507,,,,,
9627575,1007,94,264,,,,,
9630049,45791,3748,6061,,,,,
9632678,810895,16139,59473,,,,,
9632961,287162,7033,11171,,,,,
9638151,224462,5857,0,,,,,
9642104,346538,206519,140657,,,,,
9649819,577584,20513,76733,,,,,
9652505,227434,24538,59520,,,,,
9652709,150873,1831,4696,,,,,
9653240,90194,26799,16961,,,,,
9674889,225274,17340,17130,,,,,
9683004,323716,11561,24319,,,,,
9683431,721997,6604,125537,,,,,
9684950,959,2006,177,,,,,
9687513,179419,19911,33714,,,,,
9690503,160863,4968,5259,,,,,
9695017,347491,207116,141000,,,,,
9711667,159471,6693,14267,,,,,
9714381,93338,2686,1853,,,,,
9722854,228117,24591,59653,,,,,
9725876,493659,4726,27363,,,,,
9730243,196684,11394,36681,,,,,
9732618,360456,7658,17120,,,,,
9741685,154861,20398,24504,,,,,
9743038,46149,3788,6120,,,,,
9743350,369600,18754,32953,,,,,
9743854,115482,6958,12030,,,,,
9749761,160854,7899,7805,,,,,
9752738,430885,26839,46448,,,,,
9753197,348498,207752,141363,,,,,
9754576,404238,7575,19583,,,,,
9761348,431053,23704,28656,,,,,
9779219,283197,6202,13116,,,,,
9807864,349481,208333,141831,,,,,
9813038,407161,8443,26230,,,,,
9816365,289108,15752,25436,,,,,
9816585,1109967,4344,68546,,,,,
9820768,439810,4975,19371,,,,,
9821377,230508,6016,13731,,,,,
9823890,278350,2335,21968,,,,,
9828746,316976,5797,23221,,,,,
9837996,46459,3830,6119,,,,,
9841966,204573,37745,29797,,,,,
9845182,312102,13489,33410,,,,,
9853064,567577,7475,31574,,,,,
9854994,350258,208885,142138,,,,,
9855179,156308,20494,24653,,,,,
9856767,201286,7805,10718,,,,,
9861336,229402,24767,59828,,,,,
9862218,781331,14792,152276,,,,,
9868170,464125,9176,28299,,,,,
9871361,1730603,9973,151458,,,,,
9871934,294809,5701,17239,,,,,
9876230,274753,8749,10682,,,,,
9879448,1731826,10227,176698,,,,,
9882666,243924,14720,33332,,,,,
9893438,247947,3408,29216,,,,,
9899637,4471,368,471,,,,,
9908425,319762,4630,11928,,,,,
9912584,151941,1853,4716,,,,,
9913561,48648,3813,0,,,,,
9915555,121094,2737,5671,,,,,
9915822,351260,209507,142553,,,,,
9918501,292379,4920,8628,,,,,
9920833,262448,4684,35134,,,,,
9946140,46805,3888,6174,,,,,
9947934,370270,12801,14791,,,,,
9948811,351719,209762,142743,,,,,
9957989,12125,492,1121,,,,,
9964832,196513,4589,33718,,,,,
9970464,836361,108582,150293,,,,,
9971343,181127,20171,34085,,,,,
9972694,265753,33861,68628,,,,,
9973810,46884,3900,6193,,,,,
9974517,747600,16716,38124,,,,,
9978294,129863,3645,9539,,,,,
9988608,151348,10274,33131,,,,,
9992803,230507,24911,60041,,,,,
9994145,352461,210158,143005,,,,,
9998724,209659,6906,12609,,,,,
10000226,158478,20617,24850,,,,,
10001670,1114601,4351,68686,,,,,
10006223,48923,3846,0,,,,,
10008678,23091,7964,1754,,,,,
10011020,47011,3915,6203,,,,,
10013794,243151,4447,9934,,,,,
10034956,353065,210513,143212,,,,,
10044066,388574,5983,17550,,,,,
10052832,47152,3930,6261,,,,,
10053872,369149,25577,44588,,,,,
10073675,439795,14741,25895,,,,,
10074501,118796,7186,12442,,,,,
10079114,264867,7133,20183,,,,,
10080696,298771,11449,18549,,,,,
10083696,430160,18357,31889,,,,,
10086785,68270,8600,3333,,,,,
10093668,91999,27249,17198,,,,,
10093671,47264,3945,6310,,,,,
10096037,286376,7049,34565,,,,,
10098955,977316,7102,62147,,,,,
10116519,114196,7159,13101,,,,,
10116647,304727,26476,30466,,,,,
10118545,121749,2762,5691,,,,,
10122917,354535,211326,143806,,,,,
10126408,47349,3955,6327,,,,,
10130930,176613,2839,18134,,,,,
10133947,160160,20717,24976,,,,,
10140245,483008,5964,25380,,,,,
10148824,354930,211498,143964,,,,,
10153928,260600,8832,20446,,,,,
10168821,47465,3977,6349,,,,,
10179638,286890,23143,20439,,,,,
10187747,47517,3982,6353,,,,,
10193142,720082,3994,38359,,,,,
10203571,355740,211937,144260,,,,,
10208424,1795542,10956,201589,,,,,
10216106,233312,6132,0,,,,,
10221868,331794,18147,21728,,,,,
10226406,265840,8850,25237,,,,,
10226518,143105,46697,28220,,,,,
10240949,1119935,4387,68849,,,,,
10241079,235279,6211,13864,,,,,
10242176,306794,6492,10135,,,,,
10256746,268212,34441,60028,,,,,
10258028,331758,9736,38513,,,,,
10258548,356475,212467,144537,,,,,
10263383,114709,10425,65272,,,,,
10271274,183101,20476,34633,,,,,
10271827,373548,19003,33328,,,,,
10272690,398603,8370,19147,,,,,
10273003,337275,12854,27523,,,,,
10277358,49782,3964,0,,,,,
10278745,586613,20848,77515,,,,,
10279835,467926,6715,21848,,,,,
10298206,267447,8898,25318,,,,,
10302004,563154,11560,46914,,,,,
10306119,357079,212976,144795,,,,,
10307044,545768,8939,29709,,,,,
10309592,431060,11583,23776,,,,,
10311186,443178,27615,47401,,,,,
10311506,388862,7644,27036,,,,,
10324459,414386,8683,26445,,,,,
10330588,162696,20861,25212,,,,,
10338736,293760,7227,11301,,,,,
10344600,159665,6704,14264,,,,,
10349322,110737,3338,4959,,,,,
10353797,201223,4787,34614,,,,,
10359935,430016,7149,29618,,,,,
10364125,122438,2805,5710,,,,,
10364332,279616,8942,10756,,,,,
10374696,269215,8945,25393,,,,,
10381263,163325,20892,25323,,,,,
10384060,165263,5139,5330,,,,,
10385748,31250,1148,2362,,,,,
10399937,1743625,10466,177518,,,,,
10403477,261095,15386,33906,,,,,
10406198,333235,19441,18512,,,,,
10416393,121443,7395,12708,,,,,
10421308,500330,4926,27512,,,,,
10423895,276209,30262,24926,,,,,
10430142,465953,13024,23796,,,,,
10432375,381145,6182,20080,,,,,
10437270,457633,10628,22615,,,,,
10441302,270618,8983,25489,,,,,
10457323,93805,27576,17328,,,,,
10460826,160565,6579,16690,,,,,
10467547,1124627,4441,69089,,,,,
10477914,613231,18546,58821,,,,,
10482567,328064,4798,12104,,,,,
10498453,1758871,10522,152997,,,,,
10501355,271913,9017,25561,,,,,
10505035,238584,6316,13998,,,,,
10523399,282075,6270,10352,,,,,
10527804,264352,8982,20847,,,,,
10530920,555555,17245,59723,,,,,
10531608,122553,7011,10736,,,,,
10535890,306123,5936,17796,,,,,
10558591,325479,6104,24107,,,,,
10565823,123054,2842,5746,,,,,
10573584,518524,12847,34184,,,,,
10582444,199448,2556,11392,,,,,
10592828,204228,11980,37655,,,,,
10595011,203961,4871,35108,,,,,
10598167,252040,4693,10222,,,,,
10599566,338061,12101,25058,,,,,
10607169,391221,8306,34145,,,,,
10613009,4743,398,516,,,,,
10616146,818471,15807,158478,,,,,
10618448,624603,19059,45963,,,,,
10623316,184164,6877,32451,,,,,
10632722,186500,22182,33152,,,,,
10633754,266733,7873,15508,,,,,
10654123,329659,14002,34826,,,,,
10659997,256910,38636,23638,,,,,
10663409,210255,8458,11227,,,,,
10666323,1956202,13966,285583,,,,,
10681470,584191,29287,56301,,,,,
10687771,167205,8240,7957,,,,,
10687993,225067,9385,8764,,,,,
10690299,437897,11742,23970,,,,,
10695328,2050527,14711,387384,,,,,
10697746,0,0,0,,,,,
10698770,479666,9690,29516,,,,,
10727660,468294,5438,19391,,,,,
10729515,300465,6613,13980,,,,,
10745491,252290,15232,34222,,,,,
10752625,1752589,10628,178127,,,,,
10775416,205630,4927,35422,,,,,
10776536,313577,27163,31077,,,,,
10786357,299085,5114,8685,,,,,
10788984,126391,7805,13289,,,,,
10794172,452498,28129,48262,,,,,
10794894,1768292,10738,153654,,,,,
10804519,377393,19252,33713,,,,,
10818934,1131462,4527,69409,,,,,
10819331,117115,7499,13440,,,,,
10825621,302477,27595,20296,,,,,
10829461,420988,8915,26745,,,,,
10831147,284030,9106,10800,,,,,
10856602,35572,1232,2633,,,,,
10856682,96392,27856,17463,,,,,
10860646,594643,21243,78386,,,,,
10871996,113541,3471,5079,,,,,
10878906,185763,3071,18783,,,,,
10883016,100508,21627,11382,,,,,
10884933,1132836,4549,69548,,,,,
10901297,119268,10972,66986,,,,,
10916346,543254,9675,33352,,,,,
10925479,23230,7997,1786,,,,,
10929365,508108,6326,47234,,,,,
10936549,13737,555,1228,,,,,
10944812,338803,7424,26285,,,,,
10947271,338804,10062,39043,,,,,
10963160,396649,6250,17722,,,,,
10964492,859235,21765,107746,,,,,
10967543,268670,9120,21202,,,,,
10986007,657501,12223,55543,,,,,
10986995,99418,2990,1903,,,,,
10997222,375535,14698,27332,,,,,
10997686,336017,13271,35648,,,,,
10998967,312905,6079,18139,,,,,
10999974,718501,9789,29094,,,,,
11004518,14296,569,1203,,,,,
11029887,37183,1266,2642,,,,,
11030401,406410,8567,19308,,,,,
11038490,336992,4949,12203,,,,,
11046395,14635,580,1228,,,,,
11048751,259214,4861,10531,,,,,
11056904,1136080,4601,69662,,,,,
11072585,119371,10400,20757,,,,,
11075629,14888,597,1265,,,,,
11077725,585273,7833,32210,,,,,
11081076,507051,5110,27777,,,,,
11081264,305224,16685,26073,,,,,
11094599,300278,7438,11322,,,,,
11098784,15093,603,1293,,,,,
11107271,574424,11930,47506,,,,,
11109457,159803,6717,14292,,,,,
11114935,1760519,10748,178683,,,,,
11124315,15280,606,1302,,,,,
11135294,15412,608,1309,,,,,
11136143,1779202,11004,154374,,,,,
11137071,0,0,2,,,,,
11146378,38169,1305,2678,,,,,
11150199,98122,28045,17597,,,,,
11154250,150451,49035,29640,,,,,
11161971,218633,5211,18871,,,,,
11186837,73939,9266,3542,,,,,
11188382,481888,5621,19790,,,,,
11188755,799884,16433,66115,,,,,
11197317,115354,3537,5134,,,,,
11201666,352227,13696,28643,,,,,
11217517,216489,8821,11975,,,,,
11224337,38738,1322,2725,,,,,
11227491,1139208,4646,69826,,,,,
11230887,232548,9214,43586,,,,,
11231246,380436,19464,34012,,,,,
11249383,267576,6917,25307,,,,,
11261856,287706,9273,10896,,,,,
11261915,461903,28679,48718,,,,,
11284181,449395,12098,24286,,,,,
11291868,39156,1343,2764,,,,,
11293840,282410,30920,25345,,,,,
11300167,399203,20223,49233,,,,,
11303487,734274,4177,38644,,,,,
11307303,405859,8321,30726,,,,,
11308127,317806,6190,18457,,,,,
11310513,512891,47994,65151,,,,,
11314296,451768,7790,30794,,,,,
11319116,334495,6430,25199,,,,,
11326260,167357,6935,16710,,,,,
11334001,4910,416,551,,,,,
11334809,342638,14377,35555,,,,,
11338489,263401,4991,10683,,,,,
11342795,683954,13904,40039,,,,,
11358208,39601,1355,2778,,,,,
11362593,311331,6888,13985,,,,,
11364107,401556,6736,20180,,,,,
11372787,321436,27732,31774,,,,,
11375606,692950,21286,37240,,,,,
11381059,1141726,4696,69934,,,,,
11383684,132635,8302,13841,,,,,
11385180,39894,1365,2800,,,,,
11386222,398817,17930,28445,,,,,
11387814,272475,9264,21584,,,,,
11390039,491016,13902,24589,,,,,
11397001,427466,9179,26906,,,,,
11400708,112956,18662,10138,,,,,
11413665,223896,40583,31865,,,,,
11414155,856454,16852,153794,,,,,
11415161,88781,3586,3091,,,,,
11418564,1787814,11180,154893,,,,,
11429648,99663,28215,17729,,,,,
11432489,304370,5268,8724,,,,,
11432857,257724,15603,34920,,,,,
11434085,602018,21634,79208,,,,,
11439616,190133,3433,14747,,,,,
11452121,102215,3089,1947,,,,,
11457082,116838,3620,5184,,,,,
11465487,407347,8769,35173,,,,,
11474303,1769262,10907,179084,,,,,
11475261,348312,20137,19084,,,,,
11501355,400867,28526,48100,,,,,
11505848,173356,8505,8096,,,,,
11509602,191913,3218,18854,,,,,
11518232,535043,13416,34647,,,,,
11529861,457774,26273,30081,,,,,
11542143,394638,19028,30024,,,,,
11554324,321244,6259,18612,,,,,
11595277,441321,8366,20211,,,,,
11596315,345399,5090,12350,,,,,
11616405,518211,6344,26839,,,,,
11618399,799269,16163,46903,,,,,
11620942,382902,19638,34294,,,,,
11630850,100836,28365,17778,,,,,
11648574,267802,5132,10898,,,,,
11654342,345210,10330,39541,,,,,
11655698,413006,8779,19473,,,,,
11675559,22354,17593,1990,,,,,
11681773,290680,9453,11033,,,,,
11685298,211632,12663,38538,,,,,
11689144,125164,11631,69025,,,,,
11696236,470125,29089,49347,,,,,
11698502,231481,9736,8907,,,,,
11722618,107699,9465,16005,,,,,
11736403,353230,12770,25813,,,,,
11737620,330463,7090,10837,,,,,
11741736,268759,5155,10944,,,,,
11758995,101565,28465,17808,,,,,
11767339,882821,117842,150856,,,,,
11773962,397715,6677,20481,,,,,
11781372,324613,6345,18794,,,,,
11782297,512840,5266,27900,,,,,
11792860,119044,3708,5268,,,,,
11805649,489619,11290,23902,,,,,
11806464,357781,10818,16637,,,,,
11813791,583668,12258,47869,,,,,
11825470,575900,18051,61498,,,,,
11828765,193860,22960,30527,,,,,
11837095,1799861,11442,155797,,,,,
11852772,1777663,11062,179655,,,,,
11861050,308244,2825,24162,,,,,
11873989,193752,7338,34111,,,,,
11876911,270385,5196,11015,,,,,
11880523,248447,21200,19143,,,,,
11880974,854238,25293,53600,,,,,
11883172,200006,5377,16722,,,,,
11887211,391495,15822,35224,,,,,
11889250,306384,7637,11505,,,,,
11889370,228651,41296,32352,,,,,
11890152,460489,12400,24583,,,,,
11896327,302866,24428,21062,,,,,
11907002,320679,7145,14357,,,,,
11907723,381636,8285,17526,,,,,
11913359,159889,6727,14310,,,,,
11913382,308457,5383,8773,,,,,
11913715,605215,30684,57530,,,,,
11915843,171076,7096,16902,,,,,
11917062,1020172,7667,63205,,,,,
11923823,277169,9434,22036,,,,,
11929821,501886,14290,25112,,,,,
11937969,102245,28568,17884,,,,,
11938515,212985,12820,38722,,,,,
11939132,780453,15433,56001,,,,,
11939674,1802248,11508,156003,,,,,
11958914,329570,28318,32362,,,,,
11963850,327292,6403,18840,,,,,
11979805,408461,6516,17964,,,,,
11979805,408461,6516,17964,,,,,
11989208,385195,19786,34601,,,,,
11989960,608885,22017,79728,,,,,
12000634,272068,5248,11091,,,,,
12002761,30280,8972,2972,,,,,
12014269,497324,33525,30783,,,,,
12018779,879532,17542,157166,,,,,
12023527,519157,101457,52759,,,,,
12027088,120823,3779,5318,,,,,
12030454,1667,203,348,,,,,
12050573,5008,428,552,,,,,
12061648,78474,9811,3631,,,,,
12066411,262471,15911,35322,,,,,
12072138,645004,20025,46622,,,,,
12084744,5059,430,555,,,,,
12087480,419216,8825,31446,,,,,
12091294,417671,9076,36042,,,,,
12093793,5100,434,563,,,,,
12099387,273528,5286,11159,,,,,
12103345,354941,14762,36215,,,,,
12107463,435179,9477,27125,,,,,
12119920,353017,5222,12539,,,,,
12122117,293849,9663,11076,,,,,
12141061,477658,29528,49909,,,,,
12150342,5124,434,564,,,,,
12155156,486566,16031,26524,,,,,
12159901,329785,6460,19013,,,,,
12163781,23357,8037,1789,,,,,
12163782,1784129,11162,180133,,,,,
12165444,288060,31394,25744,,,,,
12168558,274544,5310,11201,,,,,
12177960,1807854,11650,156178,,,,,
12180415,361612,5752,60289,,,,,
12209261,309762,8133,22815,,,,,
12211480,357498,8183,25199,,,,,
12213413,620700,8807,27642,,,,,
12218726,103018,28739,17966,,,,,
12229379,365593,13748,29867,,,,,
12248184,275866,5350,11231,,,,,
12268432,361811,10962,16734,,,,,
12289024,351476,10565,39909,,,,,
12290300,276375,5369,11315,,,,,
12296547,119583,7806,13681,,,,,
12305961,342825,6898,25905,,,,,
12310226,109118,24634,8483,,,,,
12310289,905712,15947,52780,,,,,
12322276,331738,6523,19186,,,,,
12328500,173608,7208,17093,,,,,
12335046,276959,5384,11305,,,,,
12356770,180008,8822,8216,,,,,
12359711,387209,19903,34847,,,,,
12367711,215332,13122,38960,,,,,
12368624,320814,17554,26772,,,,,
12373691,277432,5396,11319,,,,,
12376419,312075,5497,8885,,,,,
12382809,328876,7238,14836,,,,,
12393064,130536,12240,70727,,,,,
12393755,198270,23450,31402,,,,,
12405276,225070,49515,26663,,,,,
12412315,360336,20636,19636,,,,,
12415166,3639,278,403,,,,,
12422970,468831,12666,24855,,,,,
12425286,510442,14608,25417,,,,,
12426234,746139,4351,38803,,,,,
12435705,278151,5420,11346,,,,,
12440641,146456,4273,10799,,,,,
12443582,124036,3908,5516,,,,,
12453063,278324,5423,11359,,,,,
12454422,22510,17759,1995,,,,,
12455945,1813104,11806,156567,,,,,
12458711,229956,7761,12924,,,,,
12465990,518245,5418,28065,,,,,
12467285,333653,6589,19176,,,,,
12482613,281508,9630,22560,,,,,
12498037,373874,6350,27599,,,,,
12521987,131596,12366,71071,,,,,
12525525,633707,6037,34903,,,,,
12528777,486767,84159,59337,,,,,
12529936,615429,22366,80024,,,,,
12564924,363383,19985,23250,,,,,
12571504,337817,28874,32821,,,,,
12590552,335180,6623,19312,,,,,
12590561,592369,12596,48216,,,,,
12610279,420944,9074,19619,,,,,
12611049,363605,15035,36798,,,,,
12619461,485469,29932,50538,,,,,
12644596,379979,6460,62189,,,,,
12648827,160002,6744,14322,,,,,
12649299,132576,12507,71326,,,,,
12667200,429398,9124,31121,,,,,
12675289,126032,3968,5556,,,,,
12687051,312123,7796,11555,,,,,
12688315,217179,13312,39200,,,,,
12692130,388979,20008,35057,,,,,
12692634,521806,7761,22594,,,,,
12697586,175755,7339,17322,,,,,
12700845,336625,6650,19441,,,,,
12701836,267179,16194,35769,,,,,
12709520,1817699,11949,156793,,,,,
12715926,115064,10037,16828,,,,,
12729263,335771,14040,20653,,,,,
12730630,577712,10568,34480,,,,,
12750922,237639,42621,33348,,,,,
12761218,413327,14801,16104,,,,,
12764356,133410,12621,71474,,,,,
12768922,315069,5620,8930,,,,,
12776633,130537,11553,24010,,,,,
12792368,237494,10118,8942,,,,,
12795179,517225,14833,25643,,,,,
12808935,366492,11151,16823,,,,,
12809426,203997,3741,15521,,,,,
12819225,362262,5377,12670,,,,,
12834122,338251,6702,19495,,,,,
12843046,284379,9760,22913,,,,,
12868346,677780,21114,63518,,,,,
12879061,925651,24981,70909,,,,,
12879497,82465,10307,3737,,,,,
12880738,356915,10790,40379,,,,,
12887949,338755,6727,19502,,,,,
12888317,442554,9820,27330,,,,,
12893170,430074,9511,37285,,,,,
12898133,367959,13327,26435,,,,,
12907907,490249,30218,50805,,,,,
12908071,290082,5326,26854,,,,,
12916460,128134,4039,5596,,,,,
12916876,177614,7415,17481,,,,,
12925405,134592,12762,71811,,,,,
12928250,330106,29885,21176,,,,,
12933303,475400,12903,25086,,,,,
12941237,516704,10298,50541,,,,,
12941382,377740,7891,26634,,,,,
12948825,552368,7378,51412,,,,,
12952979,5149,439,553,,,,,
12955997,200539,7647,35147,,,,,
12958221,5168,440,553,,,,,
12962787,5175,443,570,,,,,
12966228,5179,449,570,,,,,
12968372,339695,6753,19530,,,,,
12968374,5190,451,571,,,,,
12969561,591776,18790,63191,,,,,
12976087,218467,13457,39393,,,,,
12987863,216319,17751,12133,,,,,
12991753,608484,10416,32287,,,,,
12995427,394534,6974,63763,,,,,
13017216,703917,13733,59633,,,,,
13022503,521222,14986,25775,,,,,
13025011,436454,9298,31464,,,,,
13045436,293862,31865,26114,,,,,
13056713,340595,6789,19582,,,,,
13063094,371523,15277,37167,,,,,
13063373,431851,9585,37482,,,,,
13075811,522793,5557,28178,,,,,
13095486,556645,14121,35488,,,,,
13099142,179043,7466,17490,,,,,
13103833,117417,10264,17218,,,,,
13104488,135866,12906,72282,,,,,
13107135,286294,44121,25849,,,,,
13124176,22664,17917,1990,,,,,
13140827,341526,6810,19664,,,,,
13153679,480110,28373,31414,,,,,
13160640,523515,15064,25912,,,,,
13167973,130073,4112,5634,,,,,
13173489,317907,5713,8982,,,,,
13196225,624768,31912,58404,,,,,
13206088,342334,6838,19692,,,,,
13206688,121758,8078,13808,,,,,
13230024,376397,14430,30838,,,,,
13235035,186004,9106,8340,,,,,
13235596,1046377,8040,64062,,,,,
13243282,518831,11920,25191,,,,,
13244323,345087,29359,33153,,,,,
13250970,349766,7437,26489,,,,,
13270404,180278,7506,17568,,,,,
13275050,431016,19914,30932,,,,,
13277197,137037,13050,72725,,,,,
13284589,750837,22703,39384,,,,,
13288364,343373,6856,19798,,,,,
13290250,471621,8383,31621,,,,,
13293647,334533,3302,8333,,,,,
13300020,160089,6753,14335,,,,,
13304672,525703,15138,25969,,,,,
13305605,835378,629120,733373,,,,,
13308020,370534,21215,19985,,,,,
13310689,326373,3150,25394,,,,,
13312573,23448,8063,1794,,,,,
13314767,118736,10424,17514,,,,,
13316522,372595,8747,26115,,,,,
13318449,522077,10408,51136,,,,,
13319878,128498,20886,11191,,,,,
13322395,271868,16535,36192,,,,,
13327104,406863,7272,64703,,,,,
13340919,343972,6866,19847,,,,,
13340985,314547,25505,21600,,,,,
13345099,309078,4808,18372,,,,,
13348744,370644,11334,16880,,,,,
13357611,444032,7648,21542,,,,,
13359243,287119,8200,26349,,,,,
13367992,201815,23806,31973,,,,,
13368141,436222,9735,37961,,,,,
13375071,289322,9959,23254,,,,,
13399715,369613,5510,12758,,,,,
13400371,383602,8098,27043,,,,,
13401991,344701,6871,19870,,,,,
13411081,601335,12924,48587,,,,,
13418200,370750,20469,23500,,,,,
13418844,258720,22805,19877,,,,,
13418844,258720,22805,19877,,,,,
13421952,138018,13185,72946,,,,,
13424384,527366,15197,26051,,,,,
13429861,132046,4172,5685,,,,,
13434870,181498,7556,17717,,,,,
13437731,665337,21024,47256,,,,,
13445632,917951,123922,156083,,,,,
13449022,1028,2091,141,,,,,
13449799,316898,7963,11645,,,,,
13459161,345343,6888,19888,,,,,
13463936,558742,6868,28096,,,,,
13469626,414637,16809,29968,,,,,
13470638,362282,11013,40774,,,,,
13495560,377395,10308,10273,,,,,
13505482,119790,10568,17795,,,,,
13531173,155469,4650,11616,,,,,
13536813,561535,14252,35622,,,,,
13549142,378501,15491,37600,,,,,
13550951,138774,13272,73141,,,,,
13551003,346313,6909,19913,,,,,
13572029,607903,8557,32888,,,,,
13572765,320498,5823,9075,,,,,
13576077,346586,6913,19926,,,,,
13594421,439357,9848,38334,,,,,
13602597,529412,15277,26132,,,,,
13606324,182801,7595,17801,,,,,
13610867,484457,13240,25346,,,,,
13619269,448679,10074,27442,,,,,
13619534,347100,6923,19977,,,,,
13626008,246021,43988,34315,,,,,
13638289,139267,13332,73310,,,,,
13660472,120656,10699,17932,,,,,
13664373,718368,14971,41325,,,,,
13664869,133737,4243,5776,,,,,
13672159,868543,18388,70263,,,,,
13673705,337573,30469,21475,,,,,
13684287,85948,10774,3871,,,,,
13694999,254368,10642,46855,,,,,
13697378,312973,29857,33724,,,,,
13699244,139649,13390,73380,,,,,
13701325,183581,7626,17857,,,,,
13710203,527521,10565,51570,,,,,
13733911,260571,23085,19998,,,,,
13740772,421046,17977,37341,,,,,
13744708,241857,10390,9113,,,,,
13754992,1207457,280675,432534,,,,,
13777964,531382,15357,26232,,,,,
13782417,441898,9947,38539,,,,,
13785610,140201,13461,73634,,,,,
13802611,184363,7651,17891,,,,,
13803967,389044,8251,27303,,,,,
13809604,475593,9170,20933,,,,,
13816180,179821,12707,38572,,,,,
13831320,395282,20532,35732,,,,,
13842101,121576,10826,18211,,,,,
13859891,337071,18443,27230,,,,,
13862369,135099,4296,5819,,,,,
13873188,140760,13516,73901,,,,,
13882785,380406,13872,26945,,,,,
13884808,720230,14407,60394,,,,,
13892063,185037,7677,17923,,,,,
13893887,121837,10851,18337,,,,,
13907124,571378,7746,52923,,,,,
13912625,342112,8858,24697,,,,,
13919800,374647,11503,16997,,,,,
13927729,276875,16852,36838,,,,,
13931195,533040,15424,26303,,,,,
13931305,190913,9334,8399,,,,,
13934414,440303,22631,52911,,,,,
13940050,571215,10234,48919,,,,,
13942445,212387,3925,16102,,,,,
13945717,2055137,23888,395562,,,,,
13950247,376499,5675,12921,,,,,
13962185,122189,10912,18420,,,,,
13964711,141336,13566,74250,,,,,
13969675,185619,7699,17920,,,,,
13970508,380650,9063,26613,,,,,
13982318,383889,14894,31562,,,,,
13987067,137904,12199,25189,,,,,
13990890,488836,13400,25438,,,,,
14001119,262020,23341,20059,,,,,
14010793,299808,32337,26446,,,,,
14011385,409020,9078,18446,,,,,
14013469,935563,24263,116016,,,,,
14015057,122437,10942,18473,,,,,
14019201,384824,15698,38094,,,,,
14041075,186105,7721,17982,,,,,
14049527,392044,8348,27552,,,,,
14051345,136541,4356,5924,,,,,
14056749,534452,15482,26391,,,,,
14064010,122638,10960,18556,,,,,
14064825,204983,24199,32403,,,,,
14070303,124421,8450,14073,,,,,
14082709,532402,10710,52105,,,,,
14084427,142035,13634,74675,,,,,
14089954,1065777,47839,96579,,,,,
14100194,122783,10980,18627,,,,,
14107720,356297,7889,27012,,,,,
14118990,5790,593,628,,,,,
14126383,521495,44154,36801,,,,,
14161833,1216340,291900,436698,,,,,
14162537,523176,17195,27826,,,,,
14174607,535806,15532,26474,,,,,
14183631,142619,13696,74964,,,,,
14197878,768281,13155,41315,,,,,
14211432,368697,11325,41083,,,,,
14212729,159845,4852,11953,,,,,
14223023,263261,23526,20111,,,,,
14251663,138019,4430,5981,,,,,
14255768,394457,8433,27773,,,,,
14261184,321979,8111,11697,,,,,
14264062,570423,14482,35897,,,,,
14282680,353611,30110,33580,,,,,
14297585,219417,5899,17629,,,,,
14300540,206202,24413,32526,,,,,
14310587,252761,45070,35130,,,,,
14334146,445254,20876,32009,,,,,
14351872,456450,10353,27576,,,,,
14352100,914995,22034,44394,,,,,
14356102,538201,15643,26554,,,,,
14365383,340113,3364,26072,,,,,
14368678,387514,15168,30066,,,,,
14398287,264214,23650,20154,,,,,
14409910,247120,53803,30092,,,,,
14420602,356087,15201,21788,,,,,
14426295,538895,15671,26592,,,,,
14432472,396743,8493,27866,,,,,
14434497,139261,4488,6011,,,,,
14444272,115979,3509,2190,,,,,
14447713,493828,13585,25611,,,,,
14450267,386569,9268,27023,,,,,
14458043,536572,10831,52556,,,,,
14476491,332269,6789,42047,,,,,
14487632,281374,17117,37412,,,,,
14488910,776966,9400,127895,,,,,
14508669,380804,11710,17085,,,,,
14509303,639820,32890,59197,,,,,
14517876,207430,24588,32738,,,,,
14528223,389819,16256,40586,,,,,
14534839,542888,12490,26117,,,,,
14542057,733215,14971,61339,,,,,
14542487,540409,15720,26652,,,,,
14545460,195454,9512,8437,,,,,
14551920,89598,11281,4051,,,,,
14555966,462872,34299,53949,,,,,
14559202,265078,23745,20208,,,,,
14575698,384004,5812,13083,,,,,
14583577,398740,8538,28010,,,,,
14590980,303683,32745,26785,,,,,
14595707,398880,7600,29098,,,,,
14599766,384944,22317,20599,,,,,
14604189,140433,4547,6030,,,,,
14624941,869983,17637,59216,,,,,
14632232,126086,8669,14268,,,,,
14647590,32892,117128,44404,,,,,
14654718,585763,7996,54262,,,,,
14659509,216754,4049,16325,,,,,
14663179,265600,23802,20246,,,,,
14681993,542352,15789,26731,,,,,
14705194,722299,22965,66843,,,,,
14717193,396826,16015,39035,,,,,
14717390,1073169,8470,64538,,,,,
